discord_name,vrc_name,runstyle,role
koriezume,EzumeVT,PC,0
tdogg0206007,Tdogg0206007,PC,3
loomy_woomy_yt,Loomy Woomy,FR,3
jumbo3595,Jumbo_06,LS,3
milk_00,stupidmilk,EC,3
potatogez,PotatoGez,EC,3
thechaosrat,Chaos;RAT,FR,3
_furosuto_,Frost_Yuri,EC,3
kasukitty,Kasukitty,LS,3
blunni_,Bluskies,EC,3
liane2571,River Storm,PC,3
